,participant_id,file_name,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
484,t2,t2_F_MN_SAUCE_block0_sauce_68_1_L1_large-v3.txt,68_1,L1,low prob,At the circus the girl saw the truck.,"At the circus, the girls saw the truck.","At the circus, the girl saw the truck.","At the circus, the girls saw the truck.","At the circus, the girls saw the truck.","At the Circus, the girl saw the truck."
485,t2,t2_F_MN_SAUCE_block0_sauce_25_2_L2_large-v3.txt,25_2,L2,nonword,When I get a brold I have a runny pumpkin.,"When I get a broad, I have a runny pumpkin.","When I get a broad, I have a runny pumpkin.",When I get a brood I have a runny pumpkin.,"When I get it rolled, I have a runny pumpkin.",When I get a brood I have a runny palmkin.
486,t2,t2_F_MN_SAUCE_block0_sauce_14_3_L2_large-v3.txt,14_3,L2,nonword,"To play mug of war, we pulled on the grass.","To play, mark off where we put on the grass.",To play Mark of War we put on the grass.,To play Mark of War we put on the grass.,To play Mark of War we put on the grass.,To play Magof War we put on the grass.
487,t2,t2_F_MN_SAUCE_block0_sauce_48_2_L1_large-v3.txt,48_2,L1,low prob,We moved our furniture on the back of a flower.,We move our furniture on the back of a flower.,We move our furniture on the back of a flower.,We move our furniture on the back of a flower.,We move our furniture on the back of a flower.,We move our furniture on the back of a flower.
488,t2,t2_M_MN_SAUCE_block4_sauce_99_2_L2_large-v3.txt,99_2,L2,nonword,"To cross the sivver, we walked on a banana.",To cross the receiver we work on a banana.,To cross the receiver we walk on a banana.,"To cross the receiver, we work on a banana.",To cross the receiver we work on a banana.,To cross the receiver we walk on a banana.
489,t2,t2_F_MN_SAUCE_block0_sauce_63_3_L1_large-v3.txt,63_3,L1,nonword,I fell in the hud and have to put on a new button.,I fell in the hard and have to put on a new bottom.,I fell in the hard and have to pull on a new bottom.,I fell in the hard and have to put on a new bottom.,I fell in the hard and have to put on a new bottom.,I fell in the heart and have to pull on a new bottom.
490,t2,t2_F_MN_SAUCE_block0_sauce_72_1_L1_large-v3.txt,72_1,L1,nonword,The coy has a toy choo-choo leaf.,The koi has a toy choo-choo leaf.,The coil has a toy to choose.,The koi has a toy choo-choo leaf.,The coil has a toy to chuteleaf.,The boy has a toy to choose.
491,t2,t2_F_MN_SAUCE_block0_sauce_7_3_L2_large-v3.txt,7_3,L2,high prob,My teacher showed us fossils of an extinct dinosaur.,My teacher showed us fossils of an extinct dinosaur.,My teacher showed us fossil of an extinct dinosaur.,My teacher showed us fossil of an extinct dinosaur.,My teacher showed us fossil of an extinct dinosaur.,My teacher showed us fossil of an extinct dinosaur.
492,t2,t2_F_MN_SAUCE_block0_sauce_71_2_L2_large-v3.txt,71_2,L2,nonword,I have a woon but I need a web.,I have a wound but I need a wrap.,I have a wound but I need a wrap.,I have a wound but I need a web.,I have a wound but I need a wrap.,I have a room but I need a wrap.
493,t2,t2_M_MN_SAUCE_block4_sauce_88_2_L1_large-v3.txt,88_2,L1,low prob,Daddy's shirt was missing a fork.,Daddy's shirt was missing a fork.,"That is, shirts was amazing to work.",Daddy's shirt was missing the fork.,Daddy's shirts was amazing to fork.,Daddy's shirt was amazing to work.
494,t2,t2_F_MN_SAUCE_block0_sauce_14_1_L1_large-v3.txt,14_1,L1,low prob,"To play tug of war, we pulled on the grass.","To play talk of war, we pull on the grass.",To play talk of war we pull on the grass.,"To play tug of war, we pull on the grass.",To play tug of war we pull on the grass.,To play talk of war we pull on the grass.
495,t2,t2_F_MN_SAUCE_block0_sauce_59_2_L2_large-v3.txt,59_2,L2,low prob,At the playground the girl went on the oranges.,"At the playground, the girl went on the oranges.","At the playground, the grow went on to the orange.
Went on the oranges.","At the playground the girl went on to the orange.
Went on the oranges.",At the playground the grove went on to the oranges.,"at the playground, the girl went on to the orange.
When on the oranges."
496,t2,t2_F_MN_SAUCE_block0_sauce_17_2_L2_large-v3.txt,17_2,L2,high prob,"It was hot outside, so we jumped into the pool.",It was hot outside so we jumped into the pool.,It was hot outside so we jumped into the pool.,It was hot outside so we jumped into the pool.,it was hot outside so we jump into the pool.,It was hot outside so we jump into the pool.
497,t2,t2_F_MN_SAUCE_block0_sauce_4_2_L2_large-v3.txt,4_2,L2,high prob,"When you go outside, please close the door.","When you go outside, please close the door.","When you go outside, please close the door.","When you go outside, please close the door.","When you go outside, please close the door.",When you go outside please close the door.
498,t2,t2_F_MN_SAUCE_block0_sauce_72_3_L2_large-v3.txt,72_3,L2,high prob,The boy has a toy choo-choo train.,The boy has a toy choo-choo train.,The boy has a toy to train.,The boy has a toy choo-choo train.,The boy has a toy choo choo train.,The boy has a toy to train.
499,t2,t2_F_MN_SAUCE_block0_sauce_63_1_L2_large-v3.txt,63_1,L2,low prob,I fell in the mud and have to put on a new button.,I fell in the mud and have to put on a new bottom.,I fell in the mud and have to put on a new bottom.,I fell in the mud and have to put on a new bottom.,I fell in the mud and have to put on a new bottom.,I fell in the mud and have to put on a new bottom.
500,t2,t2_F_MN_SAUCE_block0_sauce_60_2_L1_large-v3.txt,60_2,L1,high prob,The bank is where he keeps the money.,The bank is where he keeps the money.,The bank is where he keeps the money.,The bank is where he keeps the money.,The bank is where he keeps the money.,The bank is where he keeps the money.
501,t2,t2_F_MN_SAUCE_block0_sauce_7_1_L1_large-v3.txt,7_1,L1,low prob,My teacher showed us fossils of an extinct crown.,My teacher showed us fossils of an extinct crown.,My t-shirt showed us fossils of an extinct crown.,My teacher showed us fossils of an extinct crown.,My teacher showed us fossils of an extinct crown.,My teacher showed us fossils of an extinct crown.
502,t2,t2_F_MN_SAUCE_block0_sauce_32_2_L1_large-v3.txt,32_2,L1,low prob,On her finger she wore a rocket.,On her finger she wore a rocket.,On her finger she wore a rocket.,On her finger she wore a rocket.,"On her finger, she wore a rocket.",On her finger she wore a rocket.
503,t2,t2_F_MN_SAUCE_block0_sauce_20_3_L2_large-v3.txt,20_3,L2,high prob,Please sweep the floor with a broom.,Please whip the floor with a broom.,Place width of floor with a broom.,place with the floor with a broom.,Place with the floor with a broom.,Place with the floor with a broom.
504,t2,t2_F_MN_SAUCE_block0_sauce_31_1_L2_large-v3.txt,31_1,L2,nonword,The drilot flew the rope.,The driver flew the rope.,The driver flew the rope.,The dryer fluid the rope.,The dry lift glued the rope.,The dry leaf loot the rope.
505,t2,t2_M_MN_SAUCE_block4_sauce_86_3_L2_large-v3.txt,86_3,L2,high prob,The girl took lessons to play the piano.,The girl took lessons to play the piano.,to grow to clad and supply the piano.,To go to class and to play the piano.,Decorate two claddens to play the piano.,The growth to clath and supply the piano.
506,t2,t2_M_MN_SAUCE_block4_sauce_97_1_L2_large-v3.txt,97_1,L2,low prob,"On Christmas, mommy left cookies for eyes.","On Christmas, mommy left cookies for ice.","On Christmas, mommy left cookies for ice.","On Christmas, Mommy left cookies for us.","On Christmas, mommy left cookies for ice.",on Christmas mommy left cookie flies.
507,t2,t2_M_MN_SAUCE_block4_sauce_94_2_L1_large-v3.txt,94_2,L1,low prob,At the zoo I fed the black and white-striped pool.,"At the zoo, I fed the black-white striped pool.",At a zoo I fed the black wise striped pool.,"At the zoo, I fed the black-white striped pool.",At the zoo I fed the black-white stripe pole.,Add a zoo I've fed the black wise stripe pool.
508,t2,t2_F_MN_SAUCE_block0_sauce_19_3_L1_large-v3.txt,19_3,L1,high prob,The king lived in a large castle.,The king lived in a large castle.,"The king lived in a large castle.
Oh, lived in a large castle.",The king lived in a large castle.,The king lived in a large castle.,"The King leaving a large castle.
Lift a large castle."
509,t2,t2_F_MN_SAUCE_block0_sauce_45_2_L2_large-v3.txt,45_2,L2,low prob,I wear sunglasses to shade my fire.,I wear sunglasses to shade my fire.,I wear sunglasses to shake my fire.,I wear sunglasses to shade my fire.,I wear sunglasses to shade my fire.,I wear sunglasses to shape my fire.
510,t2,t2_F_MN_SAUCE_block0_sauce_46_1_L1_large-v3.txt,46_1,L1,nonword,"At Shallentine's day, we drew lots of pants.","Okay.
At the Chalentine day, we drew lots of pens.
Chalentine's day.
Okay.",Okay At the challenge time day we drew lots of pens Okay.,"Okay, at the shell and time day we drew lots of pens.","Okay, at the Shalan time day we drew lots of pens Okay.","Okay.
At the Shalans' time day, we drew lots of pens.
I wish you all the highest.
Okay."
511,t2,t2_F_MN_SAUCE_block0_sauce_57_3_L1_large-v3.txt,57_3,L1,low prob,At the playground I like to go down the candle.,"At the playground, I like to go down the candle.",At the playground I like to go down the candle.,At the playground I like to go down the candle.,"At the playground, I like to go down the candle.","As a playground, I like to go down the candle."
512,t2,t2_F_MN_SAUCE_block0_sauce_23_2_L2_large-v3.txt,23_2,L2,high prob,When daddy cooks he adds pepper and salt.,"When daddy cooks, he adds pepper and salt.","When daddy cooks, he adds pepper and salt.","When daddy cooks, he adds pepper and salt.","When daddy cooks, he adds pepper and salt.","When Daddy cooks, he adds pepper and salt."
513,t2,t2_F_MN_SAUCE_block0_sauce_9_2_L1_large-v3.txt,9_2,L1,nonword,I put shamTROO in my pig.,"I put Shemtu in my pack.
Shemtu.","I push the shem tool in my peg.
Shem true.","I put Shampoo in my peg.
Shampoo.",I push shem tool in my peg shem tool.,"I push them too in my peg.
Shem true."
514,t2,t2_F_MN_SAUCE_block0_sauce_31_3_L1_large-v3.txt,31_3,L1,low prob,The pilot flew the rope.,The pilot flew the rope.,The pilot flew the rope.,the pilot fluid rope.,The Piler Fluid Rope.,The pilot flew to rope.
515,t2,t2_F_MN_SAUCE_block0_sauce_20_1_L1_large-v3.txt,20_1,L1,low prob,Please sweep the floor with a snowman.,Please sweep the floor with a snowman.,Please sweep the floor with snowman.,Please sweep the floor with a snowman.,Please sweep the floor with a snowman.,Please whip the floor with his no man.
516,t2,t2_F_MN_SAUCE_block0_sauce_19_1_L2_large-v3.txt,19_1,L2,low prob,The king lived in a large tv.,The king lived in a large tevi.,The King lived in a large TV.,The king lived in a large TV.,The king live in a large TV.,The King lived in a large TV.
517,t2,t2_F_MN_SAUCE_block0_sauce_54_2_L1_large-v3.txt,54_2,L1,nonword,"In the plathtub, there is a floating little wheel.","In the platy top, there is a floating little view.",In the flat top there is a floating detail view.,In the plate top there is a floating little view.,"In the plateau, there is a floating little view.",In the flat top there is a floating little view.
518,t2,t2_F_MN_SAUCE_block0_sauce_57_1_L2_large-v3.txt,57_1,L2,high prob,At the playground I like to go down the slide.,"At the playground, I like to go down the slide.",Add the playground I like to go down this light.,"At the playground, I like to go down the slide.","At the playground, I like to go down this slide.",At the playground I like to go down this line.
519,t2,t2_F_MN_SAUCE_block0_sauce_46_3_L2_large-v3.txt,46_3,L2,high prob,"At Valentine's day, we drew lots of hearts.","At Valentine's Day, we drew lots of hearts.","At Valentine's Day, we drew lots of herds.",At Valentine's Day we drew lots of hearts.,"At Valentine's Day, we do lots of hurts.","At Valentine's Day, we drew lots of hurts."
520,t2,t2_M_MN_SAUCE_block4_sauce_97_3_L1_large-v3.txt,97_3,L1,high prob,"On Christmas, mommy left cookies for santa.","On Christmas, mommy left cookies for Santa.",On Christmas mommy left cookies for Santa.,"On Christmas, Mommy loves cookies for Santa.","On Christmas, Mommy and I have cookies for Santa.","On Christmas, mommy and life cookies for Santa."
521,t2,t2_M_MN_SAUCE_block4_sauce_86_1_L1_large-v3.txt,86_1,L1,nonword,The stirl took lessons to play the dinosaur.,The squirrel took lessons to play the dinosaur.,The stroll took lessons to play the dinosaur.,The stroll took less than two played dinosaur.,The stroller took lessons to play the dinosaur.,The stroll took lessons to play the dinosaur.
522,t2,t2_F_MN_SAUCE_block0_sauce_65_2_R2P1_large-v3.txt,65_2,R2P1,nonword,The coloring hook comes with a box of hair.,The coloring hook comes with a box of hair.,"The coloring hook comes from.
comes with a box of here.",The coloring hook comes with a box of hair.,The coloring hook comes with a box of hair.,"The calling hook comes from.
comes with a box off here."
523,t2,t2_M_MN_SAUCE_block4_sauce_85_2_L2_large-v3.txt,85_2,L2,nonword,I like to play betch with my clock.,i like to play fetch with my cloud.,I like to play Batch with my cloak.,I like to play batch with my cloud.,I like to play batch with my cloud.,I like to play a batch with my cloud.
524,t2,t2_F_MN_SAUCE_block0_sauce_61_1_R1P1_large-v3.txt,61_1,R1P1,nonword,I used 3 big coballs to make a bear.,I use three big bucko balls to make a bear.,I use three big bokeh balls to make a bear.,I used three big bocce balls to make a bear.,I use three big buck hole balls to make a bear.,I use three big buck hole balls to make a bear.
525,t2,t2_F_MN_SAUCE_block0_sauce_39_1_L1_large-v3.txt,39_1,L1,nonword,The trunny nibbled a clown.,The Chani nibbled a clown.,The tranny nibbled a clon.,The tranny nibbled a clone.,The tranny nibbled a clone.,The Trunnie nibbled a clone.
526,t2,t2_F_MN_SAUCE_block0_sauce_2_3_L2_large-v3.txt,2_3,L2,low prob,Mom likes to use the elevator instead of the dragon.,Mom likes to use the elevator instead of the dragon.,Mount like to use the elevator instead of the dragon.,Mon likes to use the elevator instead of the dragon.,Ma'an likes to use the elevator instead of the dragon.,Mild likes to use the elevator instead of the dragon.
527,t2,t2_F_MN_SAUCE_block0_sauce_74_2_L2_large-v3.txt,74_2,L2,nonword,You can make booce from fresh squeezed tape.,You can make booth from fresh squid tape.,You can make booth from fresh squid tape.,You can make booth from fresh squid tape.,You can make booths from fresh squid tape.,You can make booze from fresh squid tape.
528,t2,t2_F_MN_SAUCE_block0_sauce_28_3_L1_large-v3.txt,28_3,L1,low prob,"First put on your socks, then put on your crayons.",First put on your socks then put on your crayons.,First put on your socks then put on your crayons.,First put on your socks then put on your crayons.,First put on your socks then put on your crayons.,"First put on your socks, then put on your crayons."
529,t2,t2_F_MN_SAUCE_block0_sauce_66_3_L1_large-v3.txt,66_3,L1,low prob,"For breakfast, Mommy poured me a bowl of butterfly.","For breakfast, mommy poured me a bowl of butterfly.","For breakfast, Mommy poured me a bowl of butterfly.","For breakfast, mommy poured me a bowl of butterfly.","For breakfast, mommy poured me a bowl of butterfly.",So breakfast mommy poured me a bowl of butterfly.
530,t2,t2_F_MN_SAUCE_block0_sauce_11_3_L2_large-v3.txt,11_3,L2,low prob,The spider spun a big car.,The spiders spawn a big car.,The spiders spawn a big car.,The spiders spawn a big car.,The spiders spawn a big car.,Respiders spawn a big car.
531,t2,t2_M_MN_SAUCE_block4_sauce_76_1_L2_large-v3.txt,76_1,L2,low prob,The man checked the time on his stairs.,The man checked the time on his tears.,The man checked the tie on his tears.,The man checked the time on his steers.,The man checked the tie on his tears.,The men checked the tie on his tears.
532,t2,t2_F_MN_SAUCE_block0_sauce_33_1_R1P1_large-v3.txt,33_1,R1P1,high prob,"For Halloween, he carved a pumpkin.","For Halloween, he carved a pumpkin.","For Halloween, he carved a pumpkin.","For Halloween, he carved a pumpkin.","For Halloween, he carved a pumpkin.","For Halloween, he carved a pumpkin."
533,t2,t2_F_MN_SAUCE_block0_sauce_28_1_L2_large-v3.txt,28_1,L2,nonword,"First put on your nocks, then put on your crayons.","First put on your nox, then put on your crayons.",first put on your knocks then put on your crayons.,"First put on your nocks, then put on your crayons.","First put on your nox, then put on your crayons.","First put on your knocks, then put on your crayons."
534,t2,t2_F_MN_SAUCE_block0_sauce_2_1_L1_large-v3.txt,2_1,L1,high prob,Mom likes to use the elevator instead of the stairs.,Mom likes to use the elevator instead of the stairs.,Mull likes to use the elevator instead of the stairs.,Mal likes to use the elevator instead of the stairs.,Mal likes to use the elevator instead of the stairs.,While likes to use the elevator instead of the stairs.
535,t2,t2_F_MN_SAUCE_block0_sauce_65_2_L1_large-v3.txt,65_2,L1,nonword,The coloring hook comes with a box of hair.,The coloring book hook comes with a box of hair.,The coloring book's hook comes with a box of hair.,The coloring book hook comes with a box of hair.,The coloring book hook comes with a box of here.,"The coloring books, hooks, hooks, comes with a box of here."
536,t2,t2_F_MN_SAUCE_block0_sauce_39_3_L2_large-v3.txt,39_3,L2,high prob,The bunny nibbled a carrot.,The bunny nibbled a carrot.,The bunny nibble a carrot.,The bunny nibbled a carrot.,The bunny nibble a carrot.,The bunny nibble a carrot.
537,t2,t2_F_MN_SAUCE_block0_sauce_66_1_L2_large-v3.txt,66_1,L2,high prob,"For breakfast, Mommy poured me a bowl of cereal.","For breakfast, Mommy poured me a bowl of cereal.",For breakfast mommy poured me a ball of cereal.,"For breakfast, mommy poured me a bowl of cereal.","For breakfast, mommy poured me a ball of cereal.","For breakfast, mommy poured me a ball of cereal."
538,t2,t2_F_MN_SAUCE_block0_sauce_1_2_L2_large-v3.txt,1_2,L2,low prob,The monkey ate the shark.,The monkey ate the shark.,The monkey ate the shark.,The monkey ate the shark.,The monkey ate the shark.,The Monkey A the Shark.
539,t2,t2_F_MN_SAUCE_block0_sauce_12_2_L2_large-v3.txt,12_2,L2,low prob,The rockstar was playing his door.,The rock star was playing his tour.,The rock star was playing his story.,The Rockstar was playing his tour.,The Rockstar was playing his tour.,The rock star was playing his tour.
540,t2,t2_M_MN_SAUCE_block4_sauce_76_3_L1_large-v3.txt,76_3,L1,high prob,The man checked the time on his watch.,The man checked the time on his watch.,Then check the time on his watch.,The man checked the time on his watch.,The man checked the time on his watch.,The man checked the tie on his watch.
541,t2,t2_F_MN_SAUCE_block0_sauce_11_1_L1_large-v3.txt,11_1,L1,nonword,The ider spun a big car.,The eiders spawn a big peccar.,The idors spawn a big pecker.,The idles spawn a big packar.,The idle spawn a big pack car.,The iders spawn a big peccar.
542,t2,t2_M_MN_SAUCE_block4_sauce_91_2_L1_large-v3.txt,91_2,L1,high prob,I went sailing on a boat.,I went sailing on a boat.,I went sailing on the boat.,I went sailing on a boat.,I went sailing on the boat.,I run stilling on the boat.
543,t2,t2_M_MN_SAUCE_block4_sauce_92_1_L2_large-v3.txt,92_1,L2,nonword,The marmer milked the nose.,The marmolade milked the nose.,The Mama日 Make the walls.,The Marmor milked the nose.,The momma muc the nose.,The Mama McDernowes.
544,t2,t2_M_MN_SAUCE_block4_sauce_83_3_L2_large-v3.txt,83_3,L2,high prob,The caterpillar is munching on a green leaf.,The caterpillar is munching on a green leaf.,The caterpillars marching on a green leaf.,The caterpillar is munching on a green leaf.,The caterpillar is munching on a green leaf.,The caterpillars marching on a green leaf.
545,t2,t2_F_MN_SAUCE_block0_sauce_52_3_L1_large-v3.txt,52_3,L1,nonword,"To see what bime it is, look at a pizza.","To see what brand it is, look at the pizza.",to see what bright beam it is look at the piece.,to see what prime it is look at the pizza.,"To see what brand, buying it is, look at the pizza.","To see what brought, find it as look at a piece of it."
546,t2,t2_M_MN_SAUCE_block4_sauce_78_2_L2_large-v3.txt,78_2,L2,high prob,The apple grew on a tree.,The apple grew on a tree.,The Apple grew on a tree.,The apple grew on a tree.,The apple grew on a tree.,The Apple Group on the tree.
547,t2,t2_F_MN_SAUCE_block0_sauce_43_1_L1_large-v3.txt,43_1,L1,low prob,The boy put the groceries in a horse.,The boy put the groceries in a horse.,The blade put the groceries in a horse.,The boy put the groceries in a horse.,The boy put the groceries in a horse.,The boy put the groceries in a horse.
548,t2,t2_F_MN_SAUCE_block0_sauce_40_2_L2_large-v3.txt,40_2,L2,nonword,"For deckfast, I scrambled the guns.","For the deck first, I scramble the cards.",For tech first ice-gremble the guns.,For deck first I scramble the cards.,For deck fist I scramble the cons.,for the aerospace for the assaurants.
549,t2,t2_F_MN_SAUCE_block0_sauce_34_1_L2_large-v3.txt,34_1,L2,high prob,"At the zoo, I saw a tall giraffe.","At the zoo, I saw a tall giraffe.","At a zoo, I saw a dog graph giraffe.","At the zoo, I saw a tall giraffe.","At a zoo, I saw a talk rough giraffe.",Add a two I saw a top graph giraffe.
550,t2,t2_F_MN_SAUCE_block0_sauce_25_3_L2_large-v3.txt,25_3,L2,low prob,When I get a cold I have a runny pumpkin.,"When I get it cold, I have a runny pumpkin.","When I got it cold, I have a runny pumpkin.",When I get a cold I have a runny pumpkin.,"When I get it cold, I have a runny pumpkin.","When I got a code, I have a Ronnie Pumpkin."
551,t2,t2_F_MN_SAUCE_block0_sauce_37_2_L1_large-v3.txt,37_2,L1,low prob,Grandma sits on her porch in a bat.,Grandma sits on her porch in the bed.,Grandma says on her porch in a bat.,Grandma sits on her porch in a bed.,Grandma sits on her porch in the bed.,Grandma says on her porch in the bed.
552,t2,t2_F_MN_SAUCE_block0_sauce_6_3_R2P1_large-v3.txt,6_3,R2P1,nonword,The scared Jurtle won't come out of its airplane.,The scared turtle won't come out of its airplane.,"The scared turtle won't come out of his airplane.
Oh.
Oh.
Oh.
It's OK.
Second chest.",The scared turtle won't come out of its airplane.,The scared turtle won't come out of its airplane.,"The scared turtle won't come out of his ear plane.
Oh, it's okay."
553,t2,t2_F_MN_SAUCE_block0_sauce_43_3_L2_large-v3.txt,43_3,L2,nonword,The zoy put the groceries in a horse.,The zui put the groceries in a horse.,That's why put the groceries in a horse.,The zui put the groceries in a horse.,That's why put the groceries in a horse.,That's why Pooot de Groceries in A Horse.
554,t2,t2_F_MN_SAUCE_block0_sauce_52_1_L2_large-v3.txt,52_1,L2,low prob,"To see what time it is, look at a pizza.","To see what time it is, look at the pizza.","To see what time it is, look at the piece.","To see what time it is, look at the pizza.","To see what time it is, look at the pizza.","To see what time it is, look at the piece."
555,t2,t2_F_MN_SAUCE_block0_sauce_51_2_L1_large-v3.txt,51_2,L1,high prob,She sleeps with her head on a pillow.,She sleeps with her head on a pillow.,She sleeps with her head on a pillow.,She sleeps with her head on a pillow.,She sleeps with her head on a pillow.,She sleeps with her head on a pillow.
556,t2,t2_M_MN_SAUCE_block4_sauce_80_2_L2_large-v3.txt,80_2,L2,low prob,We roasted marshmallows over the giraffe.,We roast the marshmallow over the giraffe.,We rose the marshmallow over the shrub.,We roast the marshmallow over the giraffe.,We roast the marshmallow over the stove.,We roast the marshmallow over the triathlete.
557,t2,t2_M_MN_SAUCE_block4_sauce_83_1_L1_large-v3.txt,83_1,L1,nonword,The saterpillar is munching on a green cow.,The scepter pillow is munching on a green cow.,The set of below is mounting on a green cow.,The center pillow is munching on a green cowl.,The satter below is munching on a green cowl.,The set of pillows monting on a green cow.
558,t2,t2_M_MN_SAUCE_block4_sauce_92_3_L1_large-v3.txt,92_3,L1,high prob,The farmer milked the cow.,The farmer milked the cow.,The former mixer cow.,The farmer milked the cow.,The farmer milked the cow.,The farmer milk to cow.
559,t2,t2_F_MN_SAUCE_block0_sauce_25_1_L1_large-v3.txt,25_1,L1,high prob,When I get a cold I have a runny nose.,"When I get a cold, I have a runny nose.","When I get a cold, I have a runny nose.","When I get a cold, I have a runny nose.","When I get a cold, I have a runny nose.","When I get a cold, I have a runny nose."
560,t2,t2_F_MN_SAUCE_block0_sauce_68_2_L2_large-v3.txt,68_2,L2,high prob,At the circus the girl saw the clown.,"At the circus, the girls saw the clown.",Add the sugars to grow soda clown.,Add the circuits to grow salt clown.,Add the circuits to grow solder clown.,Add the circles to grow sawdaclound.
561,t2,t2_F_MN_SAUCE_block0_sauce_34_3_L1_large-v3.txt,34_3,L1,nonword,"At the broo, I saw a tall key.","At the brew, I saw a turkey.",At the brew I saw a turkey.,"At the brew, I saw a tall key.","At the brew, I saw a talky.",At the bruh I saw a tall key.
562,t2,t2_F_MN_SAUCE_block0_sauce_26_2_L2_large-v3.txt,26_2,L2,nonword,The swee sat on the petals of the watch.,The Swiss sat on the paddles of the watch.,The sweep sat on the paddles of the watch.,The switch sat on the pedals of the watch.,The swissat on the paddles of the watch.,The sweet sats on the headels of the watch.
563,t2,t2_F_MN_SAUCE_block0_sauce_49_2_L1_large-v3.txt,49_2,L1,high prob,The boy will grow to become a man.,The boy will grow to become a man.,The boy will grow to become a man.,The boy will grow to become a man.,The boy will grow to become a man.,The boy will grow to become a man.
564,t2,t2_F_MN_SAUCE_block0_sauce_15_3_L2_large-v3.txt,15_3,L2,low prob,My friend likes pepperoni on his money.,My friend likes pepperoni on his money.,My friend likes paparani on his money.,My friend likes paparazzi on his money.,My friend likes paparazzi on his money.,My friend lies paparoni on his money.
565,t2,t2_M_MN_SAUCE_block4_sauce_98_2_L2_large-v3.txt,98_2,L2,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for ants.,There's one bad bathroom for the boys and one for ends.,There's one bathroom for the boys and one for ants.,There's one bathroom for the boys and one for ants.,There's one bathroom for the boys and one for kids.
566,t2,t2_F_MN_SAUCE_block0_sauce_70_2_L2_large-v3.txt,70_2,L2,high prob,Cows eat a lot of grass.,Cows eat a lot of grass.,Cows eat a lot of grass.,Cows eat a lot of grass.,Cows eat a lot of grass.,cows eat a lot of grass.
567,t2,t2_F_MN_SAUCE_block0_sauce_6_3_L2_large-v3.txt,6_3,L2,nonword,The scared Jurtle won't come out of its airplane.,The scared turtle will come out of its airplane.,The scared turtle will come out of his ear plane.,The scared turtle will come out of its airplane.,The scared turtle will come out of his airplane.,The scared turtle will come out of his earplane.
568,t2,t2_F_MN_SAUCE_block0_sauce_73_1_L1_large-v3.txt,73_1,L1,high prob,Use the remote to change the channels on the tv.,Use the remote to change the channels of the TV.,Use the remote to change the channels of the TV.,Use the remote to change the channels of the TV.,Use the remote to change the channels of the TV.,Here's the remotes to change the channels of the TV.
569,t2,t2_F_MN_SAUCE_block0_sauce_62_3_L1_large-v3.txt,62_3,L1,nonword,The lowboy is very good at riding his hat.,"The low boy is very good at riding his head.
Low boy.",the low boy is very good at writing his head like a loud boy okay.,the low boy is very good at riding his head like low low boy okay.,the low boy is very good at writing his head like low low boy okay.,"The low boy is very good at riding his head.
Live low, low boy."
570,t2,t2_M_MN_SAUCE_block4_sauce_89_2_L1_large-v3.txt,89_2,L1,low prob,"When we lost electricity, we had to light a monster.","When we lost electricity, we had to light a monster.","When we lost electricity, you had to light a monster.","When we lost electricity, we had to light a monster.","When we lost electricity, you will have to light a monster.","When we lost electricity, you had to light a monster."
571,t2,t2_F_MN_SAUCE_block0_sauce_16_2_L2_large-v3.txt,16_2,L2,high prob,On the ceiling I saw a creepy-crawly spider.,"On the ceiling, I saw a creepy crawly spider.",On the ceiling I saw a creepy crawlies spider.,"On the ceiling, I saw a creepy crawly spider.","On the ceiling, I saw a creepy crawly spider.",On the ceiling I saw a creepy crawly spider.
572,t2,t2_F_MN_SAUCE_block0_sauce_58_2_L2_large-v3.txt,58_2,L2,nonword,Inside the frest sat a beautiful table.,"Inside the flat, set a beautiful table.","Inside the fresh, set a beautiful table.","Inside the flat, set a beautiful table.",Inside the threads set a beautiful table.,"Inside the thread, set a beautiful table."
573,t2,t2_F_MN_SAUCE_block0_sauce_15_1_L1_large-v3.txt,15_1,L1,nonword,My nend likes pepperoni on his money.,My nan likes pepperoni on his money.,My Nand likes Paparani on his money.,My Nan likes pepperoni on his money.,My name lies Paparani on his money.,My then-life's paparoni own his money.
574,t2,t2_F_MN_SAUCE_block0_sauce_6_1_L1_large-v3.txt,6_1,L1,high prob,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of his shell.,The scared turtle won't come out of its shell.,The scared turtle won't come out of its shell.,The scared turtle will come out of his shell.
575,t2,t2_F_MN_SAUCE_block0_sauce_61_2_L1_large-v3.txt,61_2,L1,low prob,I used 3 big snowballs to make a bear.,I used three big snowballs to make a bear.,"I use three beer, but I use three big snowballs to make a beer.
Beer.","I use three beer.
I use three big snowballs to make a beer.
Bear.",I use three big snowballs to make a beer.,"I used three beer, but I used three big snowballs to make a beer.
Beer."
576,t2,t2_F_MN_SAUCE_block0_sauce_62_1_L2_large-v3.txt,62_1,L2,low prob,The cowboy is very good at riding his hat.,The cowboy is very good at riding his hat.,The cowboy is very good at writing his hat.,The cowboy is very good at riding his head.,The cowboy is very good at riding his head.,The cowboy is very good at riding his head.
577,t2,t2_F_MN_SAUCE_block0_sauce_73_3_L2_large-v3.txt,73_3,L2,nonword,Use the resote to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.,Use the result to chain the channels on the castle.,Use the result to change the channels on the castle.,Use the result to change the channels on the castle.
